ID,Idioma,Nombre_Idioma,Texto_Original,Texto_Optimizado,Tokens_Original,Tokens_Optimizados,Similitud,Reduccion_Tokens,Pct_Reduccion,Cumple_Restriccion
478,eng_Latn,English,Make sure your hand is as relaxed as possible while still hitting all the notes correctly - also try not to make much extraneous motion with your fingers.,Make sure your hand is as relaxed as possible while still hitting all the notes correctly - also try not to make much extraneous motion with your fingers.,30,30,1.0,0,0.0,True
479,eng_Latn,English,"This way, you will tire yourself out as little as possible. Remember there's no need to hit the keys with a lot of force for extra volume like on the piano.","This way, you will tire yourself out as little as possible. Remember there's no need to hit the keys with a lot of force for extra volume like on the piano.",35,35,1.0,0,0.0,True
480,eng_Latn,English,"On the accordion, to get extra volume, you use the bellows with more pressure or speed.","On the accordion, to get extra volume, you use the bellows with more pressure or speed.",20,20,0.9999999,0,0.0,True
481,eng_Latn,English,"Mysticism is the pursuit of communion with, identity with, or conscious awareness of an ultimate reality, divinity, spiritual truth, or God.","Mysticism is the pursuit of communion with, identity with, or conscious awareness of an ultimate reality, divinity, spiritual truth, or God.",30,30,1.0,0,0.0,True
482,eng_Latn,English,"The believer seeks a direct experience, intuition, or insight into divine reality/the deity or dieties.","The believer seeks a direct experience, intuition, or insight into divine reality/the deity or dieties.",20,20,1.0000002,0,0.0,True
483,eng_Latn,English,"Followers pursue certain ways of living, or practices that are intended to nurture those experiences.","Followers pursue certain ways of living, or practices that are intended to nurture those experiences.",18,18,0.9999999,0,0.0,True
484,eng_Latn,English,"Mysticism can be distinguished from other forms of religious belief and worship by its emphasis on the direct personal experience of a unique state of consciousness, particularly those of a peaceful, insightful, blissful, or even ecstatic character.","Mysticism can be distinguished from other forms of religious belief and worship by its emphasis on the direct personal experience of a unique state of consciousness, particularly those of a peaceful, insightful, blissful, or even ecstatic character.",45,45,1.0,0,0.0,True
485,eng_Latn,English,Sikhism is a religion from the Indian sub-continent. It originated in the Punjab region during the 15th century from a sectarian split within the Hindu tradition.,Sikhism is a religion from the Indian sub-continent. It originated in the Punjab region during the 15th century from a sectarian split within the Hindu tradition.,34,34,1.0000001,0,0.0,True
486,eng_Latn,English,Sikhs consider their faith to be a separate religion from Hinduism though they acknowledge its Hindu roots and traditions.,Sikhs consider their faith to be a separate religion from Hinduism though they acknowledge its Hindu roots and traditions.,23,23,0.9999999,0,0.0,True
487,eng_Latn,English,"Sikhs call their religion Gurmat, which is Punjabi for ""way of the guru"". The guru is a fundamental aspect of all Indian religions but in Sikhism has taken on an importance that forms the core of Sikh beliefs.","Sikhs call their religion Gurmat, which is Punjabi for ""way of the guru"". The guru is a fundamental aspect of all Indian religions but in Sikhism has taken on an importance that forms the core of Sikh beliefs.",47,47,0.9999999,0,0.0,True
488,eng_Latn,English,The religion was founded in the 15th century by Guru Nanak (1469–1539). There followed in succession a further nine gurus.,The religion was founded in the 15th century by Guru Nanak (1469–1539). There followed in succession a further nine gurus.,31,31,1.0,0,0.0,True
489,eng_Latn,English,"However, in June 1956, Krushchev's promises were put to the test when riots in Poland, where workers were protesting against food shortages and wage cuts, turned into a general protest against Communism.","However, in June 1956, Krushchev's promises were put to the test when riots in Poland, where workers were protesting against food shortages and wage cuts, turned into a general protest against Communism.",44,44,0.99999994,0,0.0,True
490,eng_Latn,English,"Although in the end, Krushchev sent in tanks to restore order, he did give way to some economic demands and agreed to appoint the popular Wladyslaw Gomulka as the new prime minister.","Although in the end, Krushchev sent in tanks to restore order, he did give way to some economic demands and agreed to appoint the popular Wladyslaw Gomulka as the new prime minister.",44,44,1.0,0,0.0,True
491,eng_Latn,English,The Indus Valley Civilization was a Bronze Age civilisation in the northwest Indian subcontinent encompassing most of modern-day Pakistan and some regions in northwest India and northeast Afghanistan.,The Indus Valley Civilization was a Bronze Age civilisation in the northwest Indian subcontinent encompassing most of modern-day Pakistan and some regions in northwest India and northeast Afghanistan.,34,34,1.0,0,0.0,True
492,eng_Latn,English,The civilisation flourished in the basins of the Indus River wherefore it derives its name.,The civilisation flourished in the basins of the Indus River wherefore it derives its name.,21,21,0.9999999,0,0.0,True
493,eng_Latn,English,"Although some scholars speculate that since the civilisation also existed in the basins of the now dried up Sarasvati River, it should be aptly called the Indus-Sarasvati Civilization, while some call it the Harappan Civilization after Harappa, the first of its sites to be excavated in the 1920s.","Although some scholars speculate that since the civilisation also existed in the basins of the now dried up Sarasvati River, it should be aptly called the Indus-Sarasvati Civilization, while some call it the Harappan Civilization after Harappa, the first of its sites to be excavated in the 1920s.",69,69,1.0,0,0.0,True
494,eng_Latn,English,The militaristic nature of the Roman empire aided in the development of medical advances.,The militaristic nature of the Roman empire aided in the development of medical advances.,16,16,1.0000001,0,0.0,True
495,eng_Latn,English,Doctors began to be recruited by Emperor Augustus and even formed the first Roman Medical Corps for use in the aftermath of battles.,Doctors began to be recruited by Emperor Augustus and even formed the first Roman Medical Corps for use in the aftermath of battles.,25,25,1.0,0,0.0,True
496,eng_Latn,English,Surgeons had knowledge of various sedatives including morphine from extracts of poppy seeds and scopolamine from herbane seeds.,Surgeons had knowledge of various sedatives including morphine from extracts of poppy seeds and scopolamine from herbane seeds.,27,27,0.99999976,0,0.0,True
497,eng_Latn,English,They became proficient at amputation to save patients from gangrene as well as tourniquets and arterial clamps to stem blood flow.,They became proficient at amputation to save patients from gangrene as well as tourniquets and arterial clamps to stem blood flow.,28,28,0.9999999,0,0.0,True
498,eng_Latn,English,"Over multiple centuries, the Roman empire led to great gains in the field of medicine and formed much of the knowledge we know today.","Over multiple centuries, the Roman empire led to great gains in the field of medicine and formed much of the knowledge we know today.",26,26,1.0,0,0.0,True
499,eng_Latn,English,"Pureland origami is origami with the restriction that only one fold may be done at a time, more complex folds like reverse folds are not allowed, and all folds have straightforward locations.","Pureland origami is origami with the restriction that only one fold may be done at a time, more complex folds like reverse folds are not allowed, and all folds have straightforward locations.",38,38,1.0000001,0,0.0,True
